,Date,pAgro,pConsump,pFincial,pIndus,pResourc,pService,pTech,pPropcon,oAgro,oConsump,oFincial,oIndus,oResourc,oService,oTech,oPropcon,hAgro,hConsump,hFincial,hIndus,hResourc,hService,hTech,hPropcon,lAgro,lConsump,lFincial,lIndus,lResourc,lService,lTech,lPropcon,c%Agro,c%Consump,c%Fincial,c%Indus,c%Resourc,c%Service,c%Tech,c%Propcon,vmAgro,vmConsump,vmFincial,vmIndus,vmResourc,vmService,vmTech,vmPropcon,pSET,oSET,hSET,lSET,c%SET,vmSET,pSTARK,oSTARK,hSTARK,lSTARK,c%STARK,vmSTARK,flucAgro,flucConsump,flucFincial,flucIndus,flucResourc,flucService,flucTech,flucPropcon,flucSTARK
42,04/28/2023,397.94,61.77,146.67,97.61,191.95,493.19,258.09,108.83,399.71,61.73,147.11,98.22,192.72,494.23,261.17,109.32,400.77,61.87,147.69,98.48,193.21,495.19,268.12,109.35,396.13,61.44,146.34,97.23,191.27,490.79,255.1,108.49,-0.33%,0.60%,0.14%,0.13%,-0.04%,0.06%,-1.04%,-0.10%,0.17253,0.03076,0.36901,0.14282,0.38368,0.66428,0.26438,0.57703,"1,529.12","1,536.28","1,542.41","1,524.30",-0.14%,14020.0,3.0,3.02,3.08,2.98,0.00%,85.27,1.17,0.7,0.92,1.29,1.01,0.9,5.1,0.79,3.36
43,04/27/2023,399.26,61.4,146.47,97.48,192.02,492.87,260.81,108.94,400.02,62.24,147.01,95.46,191.03,492.65,274.48,108.42,401.19,62.26,147.43,98.1,192.37,493.43,274.83,109.25,397.89,61.24,146.01,95.28,190.06,490.02,259.86,108.41,-0.31%,-0.97%,-0.72%,1.86%,0.32%,0.13%,-6.38%,0.58%,0.16483,0.02076,0.40761,0.24445,0.46613,0.66066,0.18358,0.56867,"1,531.23","1,539.28","1,540.24","1,525.93",-0.82%,13550.0,3.0,3.06,3.08,2.94,-1.96%,102.52,0.83,1.67,0.97,2.96,1.22,0.7,5.76,0.77,4.76
44,04/26/2023,400.49,62.0,147.53,95.7,191.41,492.23,278.59,108.31,399.83,61.59,146.23,96.01,192.84,490.9,278.91,108.22,403.37,62.01,148.19,96.46,193.32,493.56,279.55,108.66,398.08,60.51,145.94,95.07,191.05,488.68,271.92,107.65,0.44%,0.47%,0.93%,-0.20%,-0.90%,0.37%,1.25%,-0.09%,0.16453,0.02529,0.91066,0.34814,0.51273,0.69323,0.19783,0.6484,"1,543.95","1,543.29","1,549.81","1,532.08",0.24%,12250.0,3.06,3.0,3.08,2.98,2.68%,74.08,1.33,2.48,1.54,1.46,1.19,1.0,2.81,0.94,3.36
45,04/25/2023,398.75,61.71,146.17,95.89,193.15,490.43,275.15,108.41,403.83,62.55,148.74,96.18,195.05,495.0,279.95,109.0,405.03,62.76,148.95,96.76,195.49,495.84,280.44,109.11,398.52,61.39,146.02,95.25,192.74,489.27,275.01,108.02,-1.17%,-1.23%,-1.75%,-0.71%,-1.06%,-0.82%,-1.55%,-0.79%,0.2534,0.05383,0.89113,0.08337,0.50595,1.03,0.2842,0.74104,"1,540.20","1,557.80","1,559.86","1,538.31",-1.13%,14700.0,2.98,3.04,3.08,2.96,-0.67%,132.49,1.63,2.23,2.01,1.59,1.43,1.34,1.97,1.01,4.05
46,04/24/2023,403.48,62.48,148.78,96.58,195.21,494.49,279.49,109.27,403.6,62.68,149.98,96.16,194.03,493.54,278.23,109.33,404.16,62.82,150.3,97.0,195.41,495.41,282.72,109.42,401.46,62.37,148.72,95.87,193.35,492.44,277.99,108.79,-0.01%,-0.32%,-0.79%,-0.10%,0.20%,0.04%,0.29%,0.00%,0.18277,0.03842,0.84092,0.06295,0.34716,0.40144,0.17964,0.44539,"1,557.87","1,555.76","1,561.55","1,553.15",-0.03%,12120.0,3.0,3.08,3.1,2.94,-1.96%,162.48,0.67,0.72,1.06,1.18,1.07,0.6,1.7,0.58,5.44
47,04/21/2023,403.51,62.68,149.97,96.68,194.83,494.27,278.68,109.27,404.61,62.97,148.22,96.83,194.63,495.2,287.51,109.35,405.79,63.18,150.71,97.32,196.2,496.43,288.71,110.01,400.99,62.55,148.11,95.43,193.26,490.93,274.3,108.51,-0.36%,-0.32%,1.15%,-0.01%,-0.04%,-0.22%,-3.33%,-0.04%,0.18082,0.02467,1.55,0.07089,0.68719,0.79894,0.23908,0.58227,"1,558.36","1,563.91","1,572.43","1,549.64",-0.43%,16540.0,3.06,3.06,3.14,2.98,0.66%,175.24,1.2,1.01,1.76,1.98,1.52,1.12,5.25,1.38,5.37
48,04/20/2023,404.95,62.88,148.27,96.69,194.9,495.38,288.28,109.31,410.33,63.72,149.36,98.25,198.22,498.35,289.79,110.1,410.49,63.82,149.7,98.37,198.7,499.31,290.58,110.33,403.75,62.76,147.8,96.37,194.54,493.4,287.47,109.15,-1.37%,-1.21%,-0.46%,-1.53%,-1.85%,-0.62%,-0.93%,-0.58%,0.2061,0.03291,1.2,0.09695,0.48715,0.79912,0.22139,0.63255,"1,565.10","1,579.98","1,582.30","1,562.11",-0.99%,14090.0,3.04,2.86,3.14,2.84,7.80%,350.08,1.67,1.69,1.29,2.08,2.14,1.2,1.08,1.08,10.56
49,04/19/2023,410.59,63.65,148.96,98.19,198.57,498.46,290.99,109.95,414.16,64.33,150.42,98.63,200.34,500.06,289.56,110.98,416.46,64.33,150.8,99.76,201.64,502.74,292.13,111.14,410.1,63.64,148.66,98.11,198.47,496.9,286.22,109.83,-1.29%,-1.23%,-1.13%,-0.74%,-1.32%,-0.47%,0.03%,-1.16%,0.24885,0.03922,0.53912,0.11153,0.63594,0.97823,0.26173,0.58919,"1,580.73","1,588.90","1,595.08","1,579.23",-0.82%,14690.0,2.82,2.74,2.9,2.72,1.44%,139.45,1.55,1.08,1.44,1.68,1.6,1.18,2.06,1.19,6.62
50,04/18/2023,415.97,64.44,150.67,98.92,201.23,500.81,290.89,111.24,414.8,64.78,151.41,99.67,202.61,500.82,292.68,111.91,415.97,64.93,151.51,99.83,202.95,501.96,293.61,111.92,412.16,64.33,150.41,98.39,200.52,497.78,290.01,110.94,0.60%,-0.54%,-0.69%,-0.47%,-0.76%,0.01%,-0.71%,-0.51%,0.2108,0.03582,0.5581,0.0951,0.5483,1.08,0.24097,0.64076,"1,593.85","1,600.16","1,601.31","1,589.58",-0.41%,11380.0,2.78,2.68,2.8,2.68,3.73%,74.59,0.92,0.93,0.73,1.46,1.21,0.84,1.24,0.88,4.48
51,04/17/2023,413.49,64.79,151.71,99.39,202.78,500.78,292.96,111.81,411.63,64.36,150.16,100.15,202.46,498.6,290.27,111.63,414.04,64.86,151.95,100.55,204.11,501.06,294.35,112.11,408.48,64.2,149.94,98.98,201.7,495.95,289.72,111.16,0.60%,0.97%,0.20%,-0.57%,0.20%,0.73%,1.03%,0.46%,0.2824,0.03216,0.6276,0.08048,0.5888,0.76524,0.16335,0.79953,"1,600.41","1,593.09","1,604.21","1,587.87",0.49%,13460.0,2.68,2.68,2.74,2.66,0.00%,30.99,1.36,1.03,1.34,1.59,1.19,1.03,1.6,0.85,3.01
52,04/12/2023,411.03,64.17,151.41,99.96,202.38,497.15,289.96,111.3,413.15,64.12,151.27,100.55,202.6,500.27,291.79,111.15,413.5,64.29,151.87,100.72,203.33,500.27,292.53,111.41,407.85,63.61,150.0,98.95,201.22,494.73,284.75,110.38,-0.41%,0.45%,0.01%,-0.54%,0.25%,-0.63%,-0.96%,0.20%,0.17109,0.02343,0.65952,0.07433,0.52396,0.64041,0.18684,0.4372,"1,592.67","1,597.59","1,598.27","1,580.71",-0.28%,11540.0,2.68,2.7,2.78,2.64,0.00%,64.58,1.39,1.07,1.25,1.79,1.05,1.12,2.73,0.93,5.3
53,04/11/2023,412.71,63.88,151.39,100.5,201.87,500.28,292.76,111.08,412.61,64.0,150.28,101.03,201.46,499.86,293.76,111.15,413.72,64.43,151.7,101.16,202.47,500.62,294.64,111.21,411.39,63.88,149.93,99.78,200.84,497.74,290.79,110.69,0.10%,0.08%,1.17%,-0.55%,0.14%,0.21%,0.06%,0.03%,0.18381,0.02044,0.81405,0.06095,0.36912,0.97241,0.20533,0.67389,"1,597.10","1,595.77","1,598.03","1,590.28",0.25%,10980.0,2.68,2.5,2.74,2.5,7.20%,219.9,0.57,0.86,1.18,1.38,0.81,0.58,1.32,0.47,9.6
54,04/10/2023,412.31,63.83,149.64,101.06,201.58,499.22,292.59,111.05,410.0,63.69,148.5,100.5,199.93,495.63,284.18,110.8,414.36,64.09,150.09,101.46,202.21,500.62,293.09,111.39,408.96,63.62,148.28,100.08,198.56,492.6,282.41,110.32,0.64%,0.30%,0.99%,0.62%,0.68%,0.81%,2.61%,0.53%,0.20946,0.01724,0.60915,0.06015,0.48331,0.84583,0.16611,0.79981,"1,593.13","1,577.39","1,596.54","1,571.14",1.02%,12110.0,2.5,2.5,2.52,2.48,0.00%,15.52,1.32,0.74,1.22,1.38,1.84,1.63,3.78,0.97,1.61
55,04/07/2023,409.67,63.64,148.18,100.44,200.22,495.22,285.14,110.46,413.37,63.85,147.51,99.93,200.22,495.37,280.44,110.77,413.61,63.97,148.59,101.04,201.16,497.78,287.22,110.97,409.21,63.39,147.22,99.91,199.45,493.75,277.94,110.32,-0.75%,-0.41%,0.85%,0.62%,0.02%,0.16%,1.78%,-0.24%,0.17298,0.02085,0.57691,0.05326,0.51178,1.18,0.15396,0.41408,"1,577.07","1,573.36","1,582.96","1,571.26",0.38%,11500.0,2.5,2.52,2.54,2.48,0.00%,28.22,1.08,0.91,0.93,1.13,0.86,0.82,3.34,0.59,2.42
56,04/05/2023,412.78,63.9,146.93,99.82,200.18,494.41,280.15,110.73,420.24,64.57,149.18,101.33,201.47,497.32,292.68,111.64,420.47,64.77,149.27,101.33,202.2,499.21,293.46,111.76,412.77,63.82,146.77,99.69,199.78,493.43,278.58,110.65,-1.71%,-0.99%,-1.51%,-1.37%,-0.74%,-0.47%,-4.38%,-0.82%,0.30268,0.04338,0.65635,0.09499,0.70093,0.85069,0.25717,0.80628,"1,571.13","1,593.92","1,594.69","1,569.37",-1.44%,12560.0,2.5,2.54,2.56,2.5,-1.57%,41.4,1.87,1.49,1.7,1.65,1.21,1.17,5.34,1.0,2.4
57,04/04/2023,419.97,64.54,149.18,101.21,201.67,496.73,292.98,111.65,422.62,64.56,149.85,102.93,203.06,498.79,293.73,111.76,424.07,64.79,150.08,103.08,203.11,500.45,296.98,112.01,419.52,64.23,148.74,101.07,200.86,495.87,291.48,111.27,-0.58%,0.16%,-0.33%,-1.59%,-0.54%,-0.13%,-0.55%,-0.02%,0.16996,0.0282,0.48602,0.07964,0.65409,0.82103,0.20805,0.88166,"1,594.05","1,601.89","1,603.79","1,591.20",-0.39%,14160.0,2.54,2.52,2.56,2.52,1.60%,33.37,1.08,0.87,0.9,1.99,1.12,0.92,1.89,0.67,1.59
58,04/03/2023,422.44,64.44,149.67,102.85,202.76,497.39,294.59,111.67,422.66,64.21,149.37,103.11,202.37,497.29,308.6,111.73,423.77,64.44,149.83,103.39,203.07,498.23,310.34,112.04,420.6,63.85,148.84,102.15,200.8,495.22,293.23,111.26,0.16%,0.61%,0.76%,0.58%,1.52%,0.27%,-6.73%,0.07%,0.15624,0.02335,0.37652,0.06191,0.99521,0.75614,0.1997,0.60357,"1,600.37","1,610.84","1,613.98","1,593.96",-0.55%,16620.0,2.5,2.54,2.58,2.5,-0.79%,66.2,0.75,0.92,0.67,1.21,1.13,0.61,5.84,0.7,3.2
59,03/31/2023,421.75,64.05,148.54,102.26,199.73,496.06,315.85,111.59,424.85,64.36,149.68,102.85,199.3,496.79,310.14,111.32,425.79,64.51,150.09,103.17,200.74,498.1,317.3,111.93,421.01,63.9,148.5,101.78,199.04,495.08,307.62,111.3,-0.50%,-0.06%,-0.54%,-0.69%,0.24%,-0.05%,1.95%,0.31%,0.23319,0.029,0.58738,0.05447,0.63139,0.73019,0.213,0.58284,"1,609.17","1,607.00","1,614.09","1,605.55",0.23%,13830.0,2.52,2.56,2.62,2.5,-0.79%,83.86,1.14,0.95,1.07,1.37,0.85,0.61,3.15,0.57,4.8
60,03/30/2023,423.89,64.09,149.35,102.97,199.26,496.32,309.81,111.24,428.42,64.52,150.84,104.5,201.56,500.97,300.21,112.31,428.46,64.66,151.06,104.65,201.56,501.39,311.38,112.38,423.46,64.01,149.19,102.52,198.97,495.92,298.11,111.17,-0.93%,-0.68%,-0.95%,-1.33%,-1.17%,-0.79%,3.14%,-0.74%,0.18183,0.04082,0.86833,0.09622,0.55337,1.04,0.35143,0.69008,"1,605.42","1,611.64","1,613.16","1,601.03",-0.32%,16720.0,2.54,2.44,2.56,2.44,4.10%,56.22,1.18,1.02,1.25,2.08,1.3,1.1,4.45,1.09,4.92
61,03/29/2023,427.86,64.53,150.78,104.36,201.61,500.25,300.37,112.07,430.21,64.47,150.79,104.67,201.87,502.2,298.17,112.15,431.32,64.75,151.44,105.26,202.28,503.05,300.45,112.46,426.88,64.28,150.08,103.93,199.99,497.97,297.37,111.6,-0.38%,0.53%,0.43%,0.12%,0.47%,-0.22%,0.93%,-0.01%,0.14464,0.0541,0.8497,0.08887,0.44267,0.84262,0.25961,0.7214,"1,610.52","1,611.75","1,615.29","1,602.43",0.22%,14570.0,2.44,2.5,2.54,2.42,-2.40%,73.42,1.04,0.73,0.91,1.28,1.15,1.02,1.04,0.77,4.96
62,03/28/2023,429.48,64.19,150.14,104.24,200.66,501.36,297.61,112.08,428.2,64.17,148.68,103.28,199.39,500.67,298.75,111.46,430.64,64.58,150.54,104.55,201.33,501.53,299.1,112.13,427.58,64.03,148.53,103.16,198.96,498.65,295.95,111.42,0.58%,-0.09%,1.52%,1.41%,1.51%,0.52%,-0.12%,0.85%,0.14282,0.04264,1.08,0.15724,0.47365,1.14,0.25858,0.5809,"1,606.91","1,600.82","1,607.75","1,599.92",0.85%,15780.0,2.5,2.42,2.56,2.42,4.17%,119.69,0.72,0.86,1.35,1.35,1.19,0.58,1.06,0.64,5.79
63,03/27/2023,426.99,64.25,147.89,102.79,197.67,498.76,297.96,111.14,429.63,64.73,148.42,103.01,197.99,496.57,299.38,111.2,430.11,64.8,148.46,103.42,198.35,499.49,299.54,111.4,426.2,64.24,147.2,102.5,196.49,493.91,296.52,110.8,-0.24%,-0.74%,-0.27%,-0.04%,0.15%,0.51%,-0.23%,0.28%,0.16517,0.03753,0.49026,0.05605,0.33601,0.71612,0.30359,0.57307,"1,593.37","1,595.12","1,595.86","1,586.01",0.10%,15400.0,2.4,2.4,2.42,2.4,-0.83%,12.17,0.92,0.87,0.86,0.9,0.95,1.13,1.02,0.54,0.83
64,03/24/2023,428.03,64.73,148.29,102.83,197.37,496.22,298.64,110.83,432.35,64.95,148.77,103.48,197.85,497.07,298.44,111.53,433.56,65.08,148.84,103.9,199.3,498.92,300.35,111.72,427.95,64.61,147.41,102.61,197.0,493.81,297.9,110.54,-1.05%,0.08%,0.04%,-0.28%,-0.23%,0.06%,0.29%,-0.39%,0.20052,0.05952,0.48493,0.07805,0.53206,1.01,0.28788,0.67826,"1,591.85","1,596.94","1,599.78","1,588.25",-0.11%,15840.0,2.42,2.42,2.46,2.38,0.00%,43.04,1.31,0.73,0.97,1.26,1.17,1.03,0.82,1.07,3.36
65,03/23/2023,432.59,64.68,148.23,103.12,197.83,495.91,297.78,111.26,427.18,64.23,146.96,102.27,196.43,492.85,297.38,109.97,433.42,64.84,148.9,103.73,198.8,498.89,298.65,111.44,426.1,64.11,146.5,102.13,196.01,490.29,295.66,109.9,1.27%,0.61%,0.58%,0.40%,0.40%,0.61%,0.00%,0.92%,0.2143,0.04942,0.56086,0.08834,0.61912,0.96514,1.01,0.7762,"1,593.65","1,582.26","1,598.59","1,577.70",0.54%,17670.0,2.42,2.38,2.44,2.38,0.83%,61.93,1.72,1.14,1.64,1.57,1.42,1.75,1.01,1.4,2.52
66,03/22/2023,427.15,64.29,147.37,102.71,197.04,492.9,297.79,110.25,428.67,64.42,148.12,101.56,196.44,491.61,298.94,110.34,430.94,64.72,148.69,102.88,197.69,494.17,299.28,110.48,426.16,64.07,147.2,101.43,195.71,489.78,296.24,109.9,-0.02%,-0.05%,0.01%,1.36%,1.18%,0.62%,-0.03%,0.36%,0.2277,0.05629,0.84288,0.12511,0.55879,1.15,0.34068,1.06,"1,585.08","1,584.84","1,588.17","1,579.25",0.50%,16900.0,2.4,2.3,2.46,2.3,4.35%,107.45,1.12,1.01,1.01,1.43,1.01,0.9,1.03,0.53,6.96
67,03/21/2023,427.23,64.32,147.36,101.33,194.74,489.85,297.87,109.85,423.17,64.01,146.59,100.82,191.55,486.83,295.26,109.64,428.19,64.53,147.89,101.81,195.07,490.92,298.46,110.19,422.43,63.77,145.97,100.19,191.15,485.73,293.83,109.1,1.50%,0.75%,1.06%,0.95%,2.34%,1.04%,1.83%,0.60%,0.20448,0.05394,1.03,0.139,0.58717,0.84263,0.31229,1.29,"1,577.18","1,564.32","1,579.69","1,561.65",1.40%,18030.0,2.3,2.3,2.32,2.24,0.00%,54.81,1.36,1.19,1.32,1.62,2.05,1.07,1.58,1.0,3.57
68,03/20/2023,420.91,63.84,145.82,100.38,190.29,484.81,292.52,109.19,424.63,63.81,146.48,100.6,190.21,485.75,294.42,109.46,425.42,64.4,147.13,101.1,192.25,488.65,297.05,110.11,418.62,63.58,144.43,98.97,188.65,479.94,290.45,108.41,-1.04%,0.08%,-1.05%,0.03%,-0.41%,-0.32%,-0.59%,-0.39%,0.23232,0.06886,0.99377,0.11339,0.72399,1.13,0.32129,1.19,"1,555.45","1,560.23","1,569.76","1,543.47",-0.53%,20470.0,2.3,2.4,2.42,2.3,-1.71%,191.89,1.62,1.29,1.87,2.15,1.91,1.81,2.27,1.57,5.22
69,03/17/2023,425.34,63.79,147.37,100.35,191.07,486.39,294.27,109.62,424.13,63.52,146.75,101.88,190.48,489.78,293.42,109.53,427.53,64.07,147.91,102.31,192.32,490.29,297.62,110.11,422.5,63.32,146.13,99.69,188.97,484.96,291.92,108.85,0.68%,0.69%,1.56%,-0.99%,0.84%,-0.24%,1.13%,0.59%,0.24079,0.05032,0.83003,0.1492,0.70229,1.14,0.40738,1.23,"1,563.67","1,564.58","1,571.60","1,555.24",0.58%,20420.0,2.34,2.4,2.4,2.3,0.00%,115.38,1.19,1.18,1.22,2.63,1.77,1.1,1.95,1.16,4.35
70,03/16/2023,422.47,63.35,145.1,101.35,189.47,487.55,290.97,108.98,420.11,63.36,144.48,102.28,190.39,483.52,288.68,108.75,423.91,63.52,145.55,102.39,190.89,488.79,292.09,109.38,417.33,62.67,143.52,100.76,187.3,480.24,286.01,107.91,-0.41%,-0.28%,-1.07%,-1.73%,-1.58%,-0.21%,0.25%,-0.47%,0.24557,0.05434,0.89144,0.1115,0.88442,1.43,0.3707,1.17,"1,554.65","1,549.76","1,558.67","1,538.10",-0.66%,21130.0,2.34,2.36,2.4,2.16,2.63%,339.43,1.58,1.36,1.41,1.62,1.92,1.78,2.13,1.36,11.11
71,03/15/2023,424.2,63.53,146.67,103.13,192.51,488.6,290.25,109.49,422.32,62.74,145.09,102.44,190.15,479.69,285.27,108.34,427.44,63.87,147.3,103.68,194.01,491.33,291.57,110.16,422.17,62.66,144.93,101.83,190.07,478.74,284.67,108.27,1.41%,2.06%,2.81%,1.56%,2.45%,3.42%,3.08%,2.21%,0.28188,0.03653,0.98019,0.12482,0.70144,1.93,0.39401,1.09,"1,565.00","1,544.19","1,573.51","1,543.61",2.70%,20710.0,2.28,2.48,2.56,2.28,-8.06%,290.78,1.25,1.93,1.64,1.82,2.07,2.63,2.42,1.75,12.28
72,03/14/2023,418.3,62.25,142.66,101.55,187.9,472.43,281.57,107.12,433.01,63.8,145.38,104.35,193.36,483.6,289.79,110.23,435.31,63.92,146.74,104.91,194.98,485.76,291.74,110.42,417.4,62.12,142.27,100.97,187.65,469.61,280.31,106.85,-3.97%,-2.03%,-2.67%,-3.16%,-3.35%,-3.01%,-3.05%,-3.22%,0.50947,0.06352,1.61,0.18643,1.12,2.64,0.64718,1.86,"1,523.89","1,564.96","1,572.36","1,518.66",-3.13%,23730.0,2.48,2.64,2.7,2.26,-9.49%,591.02,4.29,2.9,3.14,3.9,3.91,3.44,4.08,3.34,19.47
73,03/13/2023,435.6,63.54,146.57,104.86,194.41,487.07,290.43,110.68,439.13,64.65,150.34,106.55,196.54,487.57,297.58,111.69,441.64,64.9,150.36,107.1,198.48,494.18,298.51,112.41,434.92,63.54,146.56,104.77,194.36,485.04,290.13,110.58,-0.66%,-2.25%,-3.28%,-1.86%,-1.15%,-1.06%,-2.48%,-1.21%,0.36088,0.05655,0.9979,0.15323,0.95115,3.73,0.57881,1.57,"1,573.07","1,592.82","1,602.65","1,572.65",-1.66%,23300.0,2.74,3.0,3.0,2.74,-8.67%,122.12,1.55,2.14,2.59,2.22,2.12,1.88,2.89,1.65,9.49
74,03/10/2023,438.49,65.0,151.54,106.85,196.68,492.27,297.81,112.03,440.43,65.41,152.73,106.63,196.86,494.93,297.59,112.93,441.72,65.52,152.79,107.65,197.46,496.8,299.93,113.06,436.91,64.93,151.45,106.5,196.13,490.67,296.59,111.7,-0.92%,-0.79%,-1.23%,-0.58%,-0.84%,-1.08%,-0.40%,-1.01%,0.30651,0.03537,0.52588,0.10993,0.6279,1.15,0.48484,0.90811,"1,599.65","1,605.62","1,609.10","1,596.44",-0.90%,14030.0,3.0,3.22,3.26,2.96,-6.83%,214.84,1.1,0.91,0.88,1.08,0.68,1.25,1.13,1.22,10.14
75,03/09/2023,442.56,65.52,153.42,107.47,198.35,497.63,299.02,113.17,442.93,65.55,153.23,107.88,199.15,498.21,297.92,113.19,444.8,65.67,154.06,107.97,199.39,500.45,301.63,113.89,441.33,65.2,152.71,106.75,197.16,495.54,296.63,112.91,-0.11%,0.11%,0.31%,-0.22%,-0.10%,0.15%,0.52%,-0.22%,0.2367,0.03315,0.55927,0.16356,0.64163,1.31,0.30848,2.01,"1,614.22","1,615.27","1,621.88","1,608.41",0.10%,15930.0,3.22,3.26,3.28,3.16,-1.23%,43.08,0.79,0.72,0.88,1.14,1.13,0.99,1.69,0.87,3.8
76,03/08/2023,443.06,65.45,152.94,107.71,198.54,496.88,297.46,113.42,440.8,65.31,153.13,107.95,198.77,491.97,295.91,112.57,443.75,65.53,153.5,108.09,199.52,497.8,298.0,113.52,439.05,65.0,152.06,106.88,197.89,490.15,295.23,112.0,0.43%,-0.03%,-0.71%,-1.06%,-0.95%,0.09%,-0.37%,-0.09%,0.22784,0.03059,0.61626,0.39409,0.61507,1.48,0.33568,2.37,"1,612.60","1,606.13","1,615.51","1,599.87",-0.37%,17880.0,3.26,3.32,3.32,3.26,-1.81%,25.67,1.07,0.82,0.95,1.13,0.82,1.56,0.94,1.36,1.84
77,03/07/2023,441.17,65.47,154.03,108.86,200.45,496.43,298.57,113.52,440.75,65.46,153.64,108.66,199.48,495.88,297.08,112.79,444.19,65.48,154.89,109.34,201.6,498.79,300.94,113.89,440.46,65.07,153.36,108.23,199.42,495.11,296.62,112.69,0.55%,0.06%,0.55%,0.10%,0.92%,0.54%,1.04%,1.01%,0.20494,0.05888,0.56397,0.17086,0.49954,1.05,1.05,0.93447,"1,618.51","1,613.29","1,624.78","1,612.80",0.72%,16700.0,3.32,3.34,3.38,3.3,0.00%,26.43,0.85,0.63,1.0,1.03,1.09,0.74,1.46,1.06,2.42
78,03/03/2023,438.76,65.43,153.18,108.75,198.63,493.74,295.5,112.38,440.62,65.4,152.64,108.64,199.38,496.71,299.41,113.18,442.56,65.82,153.74,109.27,200.56,497.41,299.7,113.28,438.06,65.11,152.36,108.26,198.22,491.49,291.35,112.13,-0.36%,0.15%,0.51%,0.15%,-0.28%,-0.48%,-1.10%,-0.71%,0.23624,0.05237,0.72137,0.13588,0.45064,1.22,1.13,0.98852,"1,606.88","1,614.31","1,615.39","1,604.14",-0.36%,17240.0,3.32,3.3,3.36,3.3,0.61%,38.38,1.03,1.09,0.91,0.93,1.18,1.2,2.87,1.03,1.82
79,03/02/2023,440.34,65.33,152.4,108.59,199.18,496.14,298.79,113.18,446.24,66.09,154.26,107.97,200.22,498.33,296.3,113.45,446.51,66.55,154.44,109.74,201.38,500.82,301.0,114.33,439.18,65.02,151.91,107.81,198.52,494.43,295.03,113.01,-1.41%,-1.16%,-1.08%,1.05%,-0.62%,-0.49%,0.29%,-0.15%,0.30567,0.12336,0.81825,0.22412,0.75775,1.62,0.26125,1.59,"1,612.64","1,618.97","1,626.55","1,608.67",-0.45%,18030.0,3.3,3.28,3.34,3.28,0.61%,31.44,1.67,2.35,1.67,1.79,1.44,1.29,2.02,1.17,1.83
80,03/01/2023,446.66,66.1,154.07,107.46,200.43,498.57,297.94,113.35,449.98,66.35,155.39,108.51,202.48,502.64,290.58,115.02,450.5,66.49,155.51,108.53,203.13,504.27,298.99,115.17,446.0,66.0,154.07,107.46,200.43,498.53,289.34,113.32,-0.75%,0.11%,-0.75%,-0.34%,-0.70%,-0.55%,3.05%,-1.08%,0.44389,0.05053,0.61589,0.20859,0.77324,1.31,0.279,1.46,"1,619.98","1,627.18","1,628.92","1,619.72",-0.15%,15730.0,3.28,3.28,3.34,3.26,0.61%,32.82,1.01,0.74,0.93,1.0,1.35,1.15,3.34,1.63,2.45
81,02/28/2023,450.02,66.03,155.24,107.83,201.84,501.35,289.11,114.59,452.77,67.02,155.94,109.02,203.9,502.61,292.82,115.26,453.14,67.12,156.15,109.24,204.58,504.66,294.2,115.46,446.2,65.77,154.67,107.23,201.21,498.63,289.07,113.99,-0.28%,-1.64%,-0.07%,-0.65%,-0.32%,0.00%,-0.88%,-0.30%,0.36098,0.1316,0.6038,0.23848,1.46,1.38,0.28291,1.64,"1,622.35","1,633.81","1,637.41","1,618.09",-0.31%,18110.0,3.26,3.26,3.3,3.22,0.62%,60.07,1.56,2.05,0.96,1.87,1.67,1.21,1.77,1.29,2.48
82,02/27/2023,451.28,67.13,155.35,108.54,202.49,501.36,291.68,114.93,451.62,66.76,156.51,108.82,203.57,503.0,292.32,115.0,452.83,67.32,156.66,109.22,204.31,503.74,294.36,115.36,448.72,66.38,155.14,107.91,202.16,500.46,290.87,114.58,-0.21%,0.36%,-0.38%,-0.39%,-0.63%,-0.39%,-0.55%,-0.12%,0.21531,0.04764,0.68409,0.17074,0.51293,1.17,0.32081,1.51,"1,627.35","1,633.16","1,635.35","1,624.62",-0.41%,15280.0,3.24,3.22,3.26,3.18,1.25%,21.55,0.92,1.42,0.98,1.21,1.06,0.66,1.2,0.68,2.52
83,02/24/2023,452.22,66.89,155.94,108.96,203.77,503.31,293.28,115.07,454.92,66.87,156.5,110.14,206.15,510.47,299.49,116.13,455.07,67.15,157.02,110.37,206.32,510.98,299.59,116.32,450.03,66.48,155.69,108.52,203.21,501.95,292.39,114.82,-0.74%,-0.01%,-0.29%,-1.12%,-0.96%,-1.48%,-2.00%,-0.84%,0.28558,0.0542,0.61352,0.33523,0.74737,1.47,0.22872,0.98017,"1,634.02","1,653.12","1,654.09","1,631.54",-1.12%,16030.0,3.2,3.24,3.28,3.2,-0.62%,22.83,1.12,1.01,0.85,1.7,1.53,1.8,2.46,1.31,2.5
